BLACK,0,0,0
NAVY,0,0,128
GREEN,0,128,0
TEAL,0,128,128
MAROON,128,0,0
PURPLE,128,0,128
OLIVE,128,128,0
SILVER,192,192,192
GRAY,128,128,128
BLUE,0,0,255
LIME,0,255,0
AQUA,0,255,255
RED,255,0,0
FUCHSIA,255,0,255
YELLOW,255,255,0
WHITE,255,255,255
WEB_300,51,0,0
WEB_600,102,0,0
WEB_900,153,0,0
WEB_C00,204,0,0
WEB_003,0,0,51
WEB_303,51,0,51
WEB_603,102,0,51
WEB_903,153,0,51
WEB_C03,204,0,51
WEB_F03,255,0,51
WEB_006,0,0,102
WEB_306,51,0,102
WEB_606,102,0,102
WEB_906,153,0,102
WEB_C06,204,0,102
WEB_F06,255,0,102
WEB_009,0,0,153
WEB_309,51,0,153
WEB_609,102,0,153
WEB_909,153,0,153
WEB_C09,204,0,153
WEB_F09,255,0,153
WEB_00C,0,0,204
WEB_30C,51,0,204
WEB_60C,102,0,204
WEB_90C,153,0,204
WEB_C0C,204,0,204
WEB_F0C,255,0,204
WEB_30F,51,0,255
WEB_60F,102,0,255
WEB_90F,153,0,255
WEB_C0F,204,0,255
WEB_030,0,51,0
WEB_330,51,51,0
WEB_630,102,51,0
WEB_930,153,51,0
WEB_C30,204,51,0
WEB_F30,255,51,0
WEB_033,0,51,51
WEB_333,51,51,51
WEB_633,102,51,51
WEB_933,153,51,51
WEB_C33,204,51,51
WEB_F33,255,51,51
WEB_036,0,51,102
WEB_336,51,51,102
WEB_636,102,51,102
WEB_936,153,51,102
WEB_C36,204,51,102
WEB_F36,255,51,102
WEB_039,0,51,153
WEB_339,51,51,153
WEB_639,102,51,153
WEB_939,153,51,153
WEB_C39,204,51,153
WEB_F39,255,51,153
WEB_03C,0,51,204
WEB_33C,51,51,204
WEB_63C,102,51,204
WEB_93C,153,51,204
WEB_C3C,204,51,204
WEB_F3C,255,51,204
WEB_03F,0,51,255
WEB_33F,51,51,255
WEB_63F,102,51,255
WEB_93F,153,51,255
WEB_C3F,204,51,255
WEB_F3F,255,51,255
WEB_060,0,102,0
WEB_360,51,102,0
WEB_660,102,102,0
WEB_960,153,102,0
WEB_C60,204,102,0
WEB_F60,255,102,0
WEB_063,0,102,51
WEB_363,51,102,51
WEB_663,102,102,51
WEB_963,153,102,51
WEB_C63,204,102,51
WEB_F63,255,102,51
WEB_066,0,102,102
WEB_366,51,102,102
WEB_666,102,102,102
WEB_966,153,102,102
WEB_C66,204,102,102
WEB_F66,255,102,102
WEB_069,0,102,153
WEB_369,51,102,153
WEB_669,102,102,153
WEB_969,153,102,153
WEB_C69,204,102,153
WEB_F69,255,102,153
WEB_06C,0,102,204
WEB_36C,51,102,204
WEB_66C,102,102,204
WEB_96C,153,102,204
WEB_C6C,204,102,204
WEB_F6C,255,102,204
WEB_06F,0,102,255
WEB_36F,51,102,255
WEB_66F,102,102,255
WEB_96F,153,102,255
WEB_C6F,204,102,255
WEB_F6F,255,102,255
WEB_090,0,153,0
WEB_390,51,153,0
WEB_690,102,153,0
WEB_990,153,153,0
WEB_C90,204,153,0
WEB_F90,255,153,0
WEB_093,0,153,51
WEB_393,51,153,51
WEB_693,102,153,51
WEB_993,153,153,51
WEB_C93,204,153,51
WEB_F93,255,153,51
WEB_096,0,153,102
WEB_396,51,153,102
WEB_696,102,153,102
WEB_996,153,153,102
WEB_C96,204,153,102
WEB_F96,255,153,102
WEB_099,0,153,153
WEB_399,51,153,153
WEB_699,102,153,153
WEB_999,153,153,153
WEB_C99,204,153,153
WEB_F99,255,153,153
WEB_09C,0,153,204
WEB_39C,51,153,204
WEB_69C,102,153,204
WEB_99C,153,153,204
WEB_C9C,204,153,204
WEB_F9C,255,153,204
WEB_09F,0,153,255
WEB_39F,51,153,255
WEB_69F,102,153,255
WEB_99F,153,153,255
WEB_C9F,204,153,255
WEB_F9F,255,153,255
WEB_0C0,0,204,0
WEB_3C0,51,204,0
WEB_6C0,102,204,0
WEB_9C0,153,204,0
WEB_CC0,204,204,0
WEB_FC0,255,204,0
WEB_0C3,0,204,51
WEB_3C3,51,204,51
WEB_6C3,102,204,51
WEB_9C3,153,204,51
WEB_CC3,204,204,51
WEB_FC3,255,204,51
WEB_0C6,0,204,102
WEB_3C6,51,204,102
WEB_6C6,102,204,102
WEB_9C6,153,204,102
WEB_CC6,204,204,102
WEB_FC6,255,204,102
WEB_0C9,0,204,153
WEB_3C9,51,204,153
WEB_6C9,102,204,153
WEB_9C9,153,204,153
WEB_CC9,204,204,153
WEB_FC9,255,204,153
WEB_0CC,0,204,204
WEB_3CC,51,204,204
WEB_6CC,102,204,204
WEB_9CC,153,204,204
WEB_CCC,204,204,204
WEB_FCC,255,204,204
WEB_0CF,0,204,255
WEB_3CF,51,204,255
WEB_6CF,102,204,255
WEB_9CF,153,204,255
WEB_CCF,204,204,255
WEB_FCF,255,204,255
WEB_3F0,51,255,0
WEB_6F0,102,255,0
WEB_9F0,153,255,0
WEB_CF0,204,255,0
WEB_0F3,0,255,51
WEB_3F3,51,255,51
WEB_6F3,102,255,51
WEB_9F3,153,255,51
WEB_CF3,204,255,51
WEB_FF3,255,255,51
WEB_0F6,0,255,102
WEB_3F6,51,255,102
WEB_6F6,102,255,102
WEB_9F6,153,255,102
WEB_CF6,204,255,102
WEB_FF6,255,255,102
WEB_0F9,0,255,153
WEB_3F9,51,255,153
WEB_6F9,102,255,153
WEB_9F9,153,255,153
WEB_CF9,204,255,153
WEB_FF9,255,255,153
WEB_0FC,0,255,204
WEB_3FC,51,255,204
WEB_6FC,102,255,204
WEB_9FC,153,255,204
WEB_CFC,204,255,204
WEB_FFC,255,255,204
WEB_3FF,51,255,255
WEB_6FF,102,255,255
WEB_9FF,153,255,255
WEB_CFF,204,255,255
GRAY_111,17,17,17
GRAY_222,34,34,34
GRAY_444,68,68,68
GRAY_555,85,85,85
GRAY_777,119,119,119
GRAY_888,136,136,136
GRAY_AAA,170,170,170
GRAY_BBB,187,187,187
GRAY_DDD,221,221,221
GRAY_EEE,238,238,238
COLOR_234,0,0,0
COLOR_235,0,0,0
COLOR_236,0,0,0
COLOR_237,0,0,0
COLOR_238,0,0,0
COLOR_239,0,0,0
COLOR_240,0,0,0
COLOR_241,0,0,0
COLOR_242,0,0,0
COLOR_243,0,0,0
COLOR_244,0,0,0
COLOR_245,0,0,0
COLOR_246,0,0,0
COLOR_247,0,0,0
COLOR_248,0,0,0
COLOR_249,0,0,0
COLOR_250,0,0,0
COLOR_251,0,0,0
COLOR_252,0,0,0
COLOR_253,0,0,0
COLOR_254,0,0,0
COLOR_255,0,0,0
